,Sentence,Sentiment
599,serve broad range customer include construction process industry shipyard public sector household,0
600,kndi let see high high high low rest day slow steady,1
602,say contract estimate contribute eur net sale,1
603,financial detail report,0
604,balfour beatty plc set reinstate dividend rival national grid plc centrica plc,1
605,vike line cargo revenue increase eur mn cargo volume increase cargo unit,1
606,finnish power company fortum report electricity generate without carbon dioxide emission,0
607,cargotec corporation press release august finnish time cargotec macgregor business area provide marine cargo handling offshore load handling solution receive significant offshore crane retrofit order,1
608,change optimize operational efficiency grow business say julia prohaska director marketing communication fiskar,1
609,helsinki may finnish company lemminkainen oyj hel lem say today construct office building toolonlahti downtown helsinki without disclose financial detail,0
610,additional flight link mumbai helsinki dictate strong traffic demand asia europe,1
611,whitehall street real estate fund invest real estate real estate relate asset principally acquisition real estate company real property mortgage loan,0
612,helsinki thomson financial real say exercise option buy mw natural gas power plant land kyroskoski finland around mln eur kyro oyj,1
613,incap contract manufacturing service private limited ink agreement six new customer india,1
614,glencore fight back debt fear lift share,1
615,fb slight green may runner later,1
616,teleste office worldwide list nordic exchange helsinki,0
618,company exit contract manufacturing service segment,0
619,suomen paikallissanomat oy part alma medium group currently publish local newspaper across finland,0
620,company negotiate amendment financial covenant present credit agreement regard situation september,0
621,paychex office serve approximately payroll client nationwide may,0
623,adpnews dec finnish investment group neomarkka oyj hel nembv say today furlough employee unit reka cable ltd less day start january,0
625,filmiteollisuus fine ab transfer talentum oyj form subsidiary,0
626,olli pekka laine appoint chairman erkki pehu lehtonen vice chairman board,0
627,affecto participate program development norwegian pension system since,0
628,estimate operating profit far improve third quarter,1
629,proha plc euronext announce today may fully subsidiary safran software solution agree sell share safran north america llc sna holding investment group base norway,0
630,tesco sale recover focus return core business,1
633,danske bank denmark large bank million customer,0
634,protalix close friday american stock exchange give market cap million,0
636,interesting export market russia baltic country scandinavia,0
637,action expect deliver annual cost saving eur,1
638,nordea bank ab publ hold alma medium share represent share capital voting right,0
639,eli lilly co lly break new high astrazeneca collaboration,1
